date,hippo,course,cheval,jockey,cote,probabilite_top3,prediction,realite
2021-09-20,Fairyhouse,7,The Entertainer,JA. Heffernan,0.0,0.9996559171106625,1,0
2019-04-07,Arjang,11,Great Winner,M. Jakobsson,0.0,0.9998753921707096,1,0
2015-11-28,Paris-Vincennes,18,Bilfie de Guez,JM. Bazire,2.0,0.8966465593478755,1,0
2021-01-15,Gulfstream Park,9,Globaltroublecoco,C. Torres,0.0,0.999565418326435,1,1
2019-10-06,Angoulême,13,Fuego d'Iraty,JP. Monclin,0.0,0.9424984066503197,1,1
2019-12-29,Bologne,9,Zibellino Matto,S. Lago,0.0,0.9999860769586,1,0
2021-08-21,Baléares - Sant Rafel,7,Apparizione Mail,J. Planells Torres,0.0,0.9999395360493396,1,1
2015-08-01,Pompadour,7,Holyc,E. Révolte,12.0,0.1582129042829939,0,1
2020-09-12,Musselburgh,11,Josiebond,S. James,0.0,0.9999045582810548,1,1
2019-06-02,Gelsenkirchen,8,Pietro Lombardi,Mlle S. Baruffolo,0.0,0.9986159737240372,1,1
2023-05-02,Taranto,11,Smile Wf,G. Gentile,0.0,0.9999723390120705,1,0
2014-07-14,Chinon,13,Texas du Juillé,B. Rochard,0.0,0.9967969212001745,1,0
2023-03-19,Vire,16,Héla des Landes,Mlle C. Roger,0.0,0.9778682096699738,1,0
2021-02-22,Paris-Vincennes,9,Invictus Le Grand,PY. Verva,4.3,0.12245234196641584,0,1
2017-04-09,Naples,11,Urka Jet,S. Calise,0.0,0.9999875150561301,1,0
2022-10-16,Nantes,16,Garde à Vous Cossé,A. Leduc,59.0,0.09641605614803402,0,0
2023-03-28,Huntingdon,11,Cape Cornwall Rose,J. Davies,0.0,0.9999848882433814,1,0
2021-07-19,Halmstad,12,Backdraft,K. Ecce,0.0,0.9986948098026187,1,0
2015-04-09,Cholet,10,Jusqu'à Toi,FX. Bertras,16.0,0.13540249186359823,0,0
2022-06-06,Villedieu-les-Poêles,11,Iouky des Landes,P. Deroyand,0.0,0.9806388480788086,1,0
2018-03-29,Foggia - Castelluccio Dei Sauri,13,Savoir,A. Perna,0.0,0.9999926812083705,1,0
2022-10-01,Amiens,12,Iris Lorillière,S. Serpin,323.0,0.0949767666995246,0,0
2017-07-02,Castera-Verduzan,13,Ceimeirita,M. Mingant,0.0,0.9943146879965252,1,0
2014-05-13,Chantilly,15,Portland River,F. Prat,37.0,0.20841813938285556,0,0
2020-11-04,Nottingham,7,Main Fact,BA. Curtis,0.0,0.9999039942344351,1,1
2016-05-31,La Capelle,16,Delmonica,A. Muidebled,22.0,0.10671699830966402,0,0
2020-01-20,Farjestad,9,Elsås Ravn,M. Ivarsson,0.0,0.9999867553795341,1,1
2022-10-30,Chantilly,9,Showay,A. Crastus,12.0,0.023909965097355722,0,0
2015-06-21,Milan,9,Arte Volante,C. Fiocchi,0.0,0.9999463297682819,1,0
2014-05-22,Nancy,15,Battante,M. Seidl,34.0,0.18462951011176426,0,0
2022-05-28,Hyères,9,Glitter Jiel,Mme I. Metzemaekers,2.8,0.2639505298996093,0,1
2023-06-21,Wexford,12,Dinoland,J. Mc Garvey,0.0,0.9999942818115745,1,0
2023-07-11,Jägersro,10,Staro Quentin,A. Jacobsen,0.0,0.9999372430459043,1,0
2019-07-14,San Sebastian,12,Amoët,R. Ramos Seranno,0.0,0.9903299425086212,1,0
2018-11-11,Marseille-Borély,8,Press Officer,Mlle M. Vélon,11.0,0.09202249284384027,0,0
2015-06-14,Martinique (Carrère),5,Cœur de Perle,RA. Latchman,0.0,0.9999805787573419,1,0
2020-02-05,Varese,7,I Believe In You,AD. Migheli,0.0,0.9999420640179549,1,1
2015-10-31,Rome,10,Pacha Dei Greppi,A. Greppi,0.0,0.9998810366463969,1,0
2022-03-27,San Isidro,13,Sallustia,O. Alderete,0.0,0.9872399855567431,1,0
2017-08-13,Saint-Jean-de-Monts,13,Brigand du Méleuc,F. Perron,0.0,0.9886521305811172,1,1
2018-02-16,Son Pardo - Majorque,16,Vip Téjy,C. Cruellas Munar,99.0,0.234672898236793,0,0
2021-03-07,Saint-Brieuc,15,Elite de Bellouet,JS. Lebrun,0.0,0.9874748552009371,1,0
2019-11-08,Rome,12,Brigant Ekam,C. Di Napoli,0.0,0.9997104256528744,1,0
2017-06-05,Ebreichsdorf (Magna Racino),10,Ellysee Mo,T. Holmgren,0.0,0.9999840251251509,1,0
2015-06-28,Segré,18,Balèze d'Annepière,Y. Roblot,0.0,0.9665381630581125,1,0
2021-05-09,Strasbourg,10,King Gold,T. Trullier,0.0,0.909974085411341,1,1
2015-10-29,Reims,14,Ninepoints Lucy,G. Gelormini,6.0,0.09103967249502126,0,1
2015-05-30,Solvalla,11,Quick Fix,A. Kolgjini,0.0,0.9999501107021683,1,0
2021-02-07,Paris-Vincennes,11,Excellent Day,E. Raffin,22.0,0.13151993060768435,0,1
2023-04-24,Naas,11,Show Yourself,A. Slattery,0.0,0.9999870513646405,1,0
2022-07-10,Taranto,9,Clever Feet Lf,V. D'Alessandro Jr,0.0,0.9999886728567577,1,1
2021-10-24,Hanovre,11,Tayfun,W. Panov,0.0,0.9765637051048178,1,0
2014-01-05,Florence,8,Riviera As,M. Di Nicola,0.0,0.9999923635497264,1,1
2015-08-01,Goodwood,27,Zanetto,W. Buick,0.0,0.9987950580088654,1,0
2023-09-17,Blain-Bouvron-Le Gâvre,14,Junior d'Avran,H. Lecoq,0.0,0.9889783839719509,1,0
2019-01-11,Paris-Vincennes,11,Facto Turgot,A. Abrivard,4.5,0.13631068951623437,0,0
2020-09-17,Tramore,13,Ventnor,A. Short,0.0,0.9999290526443062,1,0
2023-07-21,Newmarket,11,Moonlit Cloud,T. Marquand,0.0,0.9997097297285845,1,0
2022-01-07,Son Pardo - Majorque,10,Fanfan d'Escafi,E. Perpinan Martin,89.0,0.0908638099934987,0,1
2018-02-18,Halmstad,6,Santiago Kyu,E. Ceka,0.0,0.9999470850933514,1,0
2023-07-16,Klosterskogen,9,U.R. Fryd,PV. Kals,0.0,0.9976033927674703,1,0
2021-05-08,Royan-la Palmyre,15,Enjeera,Mlle M. Bodin,0.0,0.9698343023184473,1,0
2014-03-22,Lingfield,14,Mirsaale,J. Fanning,0.0,0.9999958454245195,1,0
2023-08-19,Villeréal,14,Idéal Fonguillères,DG. Chavatte,0.0,0.9718884103504007,1,0
2017-06-11,Montluçon-Néris-les-Bains,15,Diva Sautonne,M. Gauvin,0.0,0.9931708517257419,1,0
2018-09-15,Wolvega,8,Comète de Baffais,R. Wester,18.0,0.15968309670590888,0,0
2017-10-14,Syracuse,5,Barby Cat,F. Bossa,0.0,0.9999831173802509,1,0
2014-04-04,Lyon-La Soie,16,Régina,A. Blondeau,38.0,0.14577888131585987,0,0
2014-05-25,Toulouse,10,Rakella,JB. Hamel,29.0,0.14544870891495817,0,0
2019-08-25,Granville,13,Galion Besp,E. Garnier,0.0,0.9958352667880067,1,0
2019-05-01,Hanovre,14,Zuckerfee,J. Bojko,0.0,0.9895968473191691,1,0
2023-08-13,Amal,11,Kenzo Flevo,M. Handfast,0.0,0.9939742232359482,1,0
2016-10-04,Salon-de-Provence,10,Fantastic Love,A. Crastus,4.0,0.11173371686925579,0,0
2014-03-11,Vienne Krieau,9,Hokuspokus,T. Pribil,7.3,0.3195169912374657,0,0
2023-03-29,Lalla Malika,13,BOGADIR LKHEIR,OL. LAKJAL,0.0,0.9999926812083705,1,0
2022-09-18,Mons,10,Nash Mom,F. Neirinck,0.0,0.9943651269157929,1,1
2019-12-01,Amiens,12,Garlic Bread,PY. Verva,0.0,0.9653878334222309,1,0
2019-06-06,Lyon-Parilly,8,Black Canyon,P. Foret,12.0,0.12208433917641205,0,0
2020-10-09,Feurs,14,Fortune Darche,T. Goujon,46.0,0.07841167481526361,0,0
2019-01-17,Meknes,19,Haymar,R. Hamdaoui,0.0,0.9999915068866152,1,0
2021-10-13,Turin,13,Dardo Degli Dei,HE. Bondo,0.0,0.9999541017367071,1,1
2023-09-29,Anfa,17,MIMOZA,II. ICHTIM,0.0,0.9999926812083705,1,0
2023-03-28,Concepcion,10,Prosecco Wine,L. Perez Burgos,0.0,0.9857887739711537,1,0
2015-09-28,Argentan,14,Satawan Al Ashai,E. Monfort,9.0,0.14155114178301553,0,0
2023-05-08,Khemisset,13,MEKHBAT,AR. RAYI,0.0,0.9997717079122633,1,1
2014-07-23,Vichy,10,Jarada,PC. Boudot,2.5,0.7882451908001067,1,1
2014-08-10,Pérou,9,El Shard,J. Reyes Moncada,0.0,0.9999856427507022,1,0
2016-04-06,El Jadida,14,Fast Héroïne,A. Daouf,0.0,0.9999923724927757,1,0
2021-11-14,Meslay-du-Maine,16,Inra d'Ariane,JP. Monclin,9.0,0.04809357964417843,0,1
2014-11-16,Abu Dhabi,9,Munaaf,S. Al Mazrouei,0.0,0.9999741558810864,1,0
2014-07-24,Vichy,18,Amaroc,A. Hamelin,8.5,0.07575205346298325,0,0
2018-01-28,Cagnes-sur-Mer,13,Boromir de Bazoche,JJ. Barre,0.0,0.9904283855581774,1,0
2023-03-18,Harstad,8,Muscles'n Genius,J. Ostman,0.0,0.9998145918819192,1,0
2019-11-24,Bologne,8,Naldo Benal,M. Becci,0.0,0.9999480274261532,1,1
2018-01-09,Taunton,14,Not a Role Model,D. Bass,0.0,0.999819013216902,1,0
2022-02-04,Odense,10,Corniglia,K. Ecce,0.0,0.9987425279957691,1,1
2023-06-16,Anfa,14,CHIHAB ZEMMOUR,OM. MOUNIAR,0.0,0.9999926812083705,1,1
2021-07-01,Orebro,10,Marengo,MJ. Andersson,0.0,0.9862902888313111,1,0
2018-06-27,Bjerke,8,Tuileries,Mme JU. Overaasen,0.0,0.9998789479971774,1,1
2023-11-24,Anfa,16,ASSIMA FAL,AM. MOUGHAT,0.0,0.9999557151917245,1,0
2023-12-30,Gavle,12,Mery Bolden,M. Hansson,0.0,0.9999797111631823,1,0
2020-02-22,Chile,15,Senora Maria Jesus,W. Leon Hernandez,0.0,0.9949874937500026,1,1
2014-10-26,Nantes,18,Aulis du Courtille,JM. Baudouin,36.0,0.09287706532733868,0,0
2014-04-06,Avignon,16,Ripsos de Fa,D. Alexandre,0.0,0.9977874651436452,1,0
2023-11-02,Visby,10,Percy Jackson,C. Cracchiolo,0.0,0.9857708100829218,1,0
2019-08-03,Lahti,11,Sheikki,A. Hammar,0.0,0.9999028143635504,1,1
2023-06-14,Bornholm,6,Bornholm Nu,J. Jessen,0.0,0.9943698825293947,1,0
2021-06-08,Hagmyren,10,Alfina,LE. Karlsson,0.0,0.9935921487153301,1,1
2015-05-24,Angers,12,Best du Châtelet,L. Groussard,11.0,0.10484991791447286,0,0
2014-07-14,Vittel,12,Kunst Basel,A. Lemaitre,0.0,0.9653613821628337,1,0
2020-07-30,Vichy,10,Waldenon,V. Seguy,18.0,0.11696603338613326,0,1
2021-09-07,Beaumont-de-Lomagne,15,Diamant du Parc,P. Geray,16.0,0.07298267507039911,0,1
2020-12-23,Cagnes-sur-Mer,16,Vivalta,D. Salmon,180.0,0.08747766280173859,0,0
2018-11-08,Meknes,12,Ettaoufiq Bouznika,Z. Madihi,0.0,0.9999618558652995,1,0
2023-08-23,Lalla Malika,17,EPONA ALJIYAD,AF. FADDOUL,0.0,0.9999463999500284,1,0
2019-07-30,Bornholm,10,Von Gladiator,F. Mikkelsen,0.0,0.9999697564988979,1,0
2018-12-05,Aby,8,Digital Furcola,A. Svanstedt,0.0,0.9999778357021385,1,0
2016-05-01,Dielsdorf,9,Heloagain,K. Fox,0.0,0.9999733272037603,1,1
2023-02-17,U.A.E - Meydan,16,Ventura Rebel,R. Dawson,0.0,0.9978262280233998,1,1
2020-05-22,Saint-Malo,16,Daraghiu Jeep,N. Desmarres,0.0,0.9798139607909776,1,0
2023-03-11,Wolverhampton,10,Goose Rock,D. Muscutt,0.0,0.9998135970252535,1,0
2018-02-17,Graignes,14,Eden Black,A. Naveau,110.0,0.09739528251842283,0,0
2020-08-20,Killarney,6,Sean Says,PT. Enright,0.0,0.9999755228788115,1,1
2023-10-05,Lingfield,12,Milliterries,C. Shepherd,0.0,0.9999124013826715,1,1
2023-02-23,Straubing,9,Figaro Juvel,L. Strobl,17.0,0.1015488223045411,0,0
2016-03-22,Mons,10,Crack Loudettes,T. Lauwers,223.0,0.2812206499016,0,0
2019-09-22,Merano,7,Mission of Peace,A. Ferramosca,0.0,0.9998533406055834,1,0
2018-06-25,Caen,18,France America,T. Le Beller,3.5,0.23631016869657226,0,1
2019-05-19,Arjang,12,Frick,OJ. Ostre,0.0,0.9999426758815226,1,1
2023-11-20,Marrakech,16,MOUCHARA FAL,AA. AMEUR,0.0,0.9973702136053397,1,0
2015-08-15,Miramont-de-Guyenne,12,Cap Cartery,G. Muthular,0.0,0.9861704057405345,1,0
2015-04-05,Châtelaillon-La Rochelle,16,Trésor Kerquilven,Q. Champenois,0.0,0.992033309757677,1,0
2021-06-03,Leopardstown,12,Tauran Shaman,S. Foley,0.0,0.9998556215387882,1,1
2018-01-26,Huntingdon,14,Zaydanides,S. Twiston-Davies,0.0,0.9999767142398709,1,0
2023-10-22,Saumur-Verrie,17,Incertain Lancelot,F. Letonturier,0.0,0.9630915442068507,1,0
2021-12-27,Argentan,16,Galine Erca,P. Delacour,45.0,0.03862683039365083,0,0
2020-08-26,Turin,7,Cechov,G. Salacone,0.0,0.9999849666076023,1,1
2023-08-01,Galway,11,Nelda,S. Foley,0.0,0.9999563028061084,1,1
2018-09-30,Paris-Vincennes,16,Anza du Carbonel,F. Blandin,78.0,0.11777765970566925,0,0
2016-08-24,Stratford-on-Avon,6,Barman,NW. De Boinville,0.0,0.9999719123804202,1,1
2017-02-26,Amiens,14,Vizzario,G. Houel,14.0,0.10451496091455828,0,1
2021-01-26,Naples,8,Capunka,F. Cincinnato,0.0,0.9999849960478187,1,1
2017-05-03,Lyon-La Soie,15,Caesarus d'Ela,S. Peltier,21.0,0.08804020185618286,0,1
2023-09-28,Southwell,10,Sonnet Star,C. Hutchinson,0.0,0.9999890448902687,1,1
2022-07-28,Oviken,12,Per Viking,P. Linderoth,0.0,0.992581568726623,1,1
2016-08-28,Chilivani,9,Ursula,G. Sanna,0.0,0.9999625480624804,1,0
2021-03-26,Aarhus,6,Joke Cd,B. Jörgensen,0.0,0.9998823938070237,1,1
2021-08-09,Skelleftea,9,Elviz,P. Wikström,0.0,0.9999863070983281,1,0
2015-01-11,Cagnes-sur-Mer,15,Vougeot du Mouriez,AA. Chavatte,65.0,0.1581367057631345,0,0
2014-02-16,Kuurne,11,Canavaro Meadow,Mlle L. Celis,0.0,0.9988185716248971,1,1
2017-07-05,Amal,13,Perfect Broline,BE. Daggert,0.0,0.9999878327147742,1,1
2017-01-02,Pontchâteau,14,Diva du Boly,YR. Le Mée,5.5,0.14967517629429772,0,1
2019-08-09,Son Pardo - Majorque,12,Elite de Sa Cova,M. Vich Capo,0.0,0.9983208042903509,1,0
2018-04-26,Kempton,14,Polly's Pursuit,N. Curtis,0.0,0.9999594970142069,1,0
2019-02-21,Umaker,14,Lemmy,OA. Lindqvist,0.0,0.9999055558462194,1,0
2021-09-25,Market Rasen,8,Switch Partner,F. Gillard,0.0,0.9999763965812268,1,1
2020-11-01,Charlottenlund,6,Faust Hovmand,B. Jörgensen,0.0,0.9874176810527162,1,0
2021-07-21,Turin,8,Ciel Joyeuse,W. Lagorio,0.0,0.9998784239809718,1,0
2019-12-09,Lingfield,10,Kalimotxo,PL. Jamin,0.0,0.9999528591382068,1,0
2021-02-07,Agen,16,Défi de la Coudre,F. Gence,28.0,0.11100833113820478,0,0
2015-08-08,Del Mar,8,Elektrum,V. Espinoza Malvas,0.0,0.9984780519703145,1,1
2014-08-24,Jullianges,14,Ursane d'Eam,R. Grosbot,0.0,0.9901310945175967,1,0
2023-09-25,Marseille-Vivaux,15,Ibis de Feu,D. Cinier,4.8,0.09074889851852194,0,0
2017-02-26,Argentan,17,Call Boy Danover,AA. Barassin,0.0,0.9774666244843657,1,0
2023-08-21,Anfa,18,MEZIANNA,RE. ERDALANE,0.0,0.9999926812083705,1,0
2021-08-29,Bernay,12,Isa des Carreaux,A. Lamy,0.0,0.9385013250726084,1,0
2021-01-14,Cagnes-sur-Mer,15,Fayette Dream,Mlle S. Blanchetière,5.0,0.15153734336147928,0,1
2022-07-14,Guer-Coëtquidan,13,Ghost Light,JC. Beaufils,0.0,0.950061124812251,1,0
2018-09-23,Cologne,7,Night Music,O. Murphy,0.0,0.9734365144988445,1,0
2020-10-21,Bjerke,11,Sidonette Sid,K. Malmin,0.0,0.9995873908167696,1,0
2014-11-14,Chantilly,17,Lucretia,T. Bachelot,8.9,0.09117150654635646,0,1
2015-04-25,Vire,17,Vittoria France,T. Le Beller,2.0,0.927920442722916,1,0
2022-10-15,San Isidro,13,Dlivery Por Johan,W. Pereyra,0.0,0.9838475274084996,1,0
2021-03-27,Kempton,7,Otyrar,R. Havlin,0.0,0.9997012546427662,1,1
2019-02-22,Paris-Vincennes,15,Cocotte Café,AA. Barassin,38.0,0.09708643456002093,0,0
2014-02-20,Gulfstream Park,5,Helooksthepart,E. Trujillo,0.0,0.9989602024587215,1,0
2016-07-30,Vichy,17,Gomera,N. Perret,6.0,0.14925904840377,0,0
2023-04-14,Aintree,20,Gaoth Chuil,S. O'Callaghan,0.0,0.9924833823675939,1,0
2017-08-06,Montier-en-Der,11,Emeraude Dairpet,J. Koubiche,0.0,0.9888107943144385,1,0
2022-10-10,Nuillé-sur-Vicoin,13,Jingle Pass,F. Joseph,0.0,0.9745427831431398,1,0
2019-01-10,Doha - Al Rayyan,8,Carab,M. Casamento,0.0,0.9988706694486664,1,0
2018-03-27,Hereford,10,Frank N Fair,J. Bowen,0.0,0.9999748311476989,1,0
